Employee_ID,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Sick_Days,Employee_Satisfaction_Score,Supporter 4 days a week
2188,Female,53,Technician,8,Master,2,4200,49,6,4.4,True
2189,Male,52,Specialist,2,High School,3,5850,34,8,4.4,True
2190,Male,45,Analyst,2,Bachelor,4,5600,30,9,4.7,True
2191,Female,31,Specialist,7,Bachelor,4,6300,59,2,2.5,False
2192,Female,58,Developer,6,Bachelor,2,6000,40,8,3.2,False
2193,Male,55,Manager,6,Bachelor,3,7800,41,10,5.0,True
2194,Female,23,Technician,1,Bachelor,3,4550,45,14,4.1,True
2195,Male,55,Developer,2,Bachelor,4,7000,41,1,4.6,True
2196,Male,55,Manager,1,Bachelor,3,7800,56,0,4.3,True
2197,Male,47,Consultant,8,Bachelor,3,7150,50,13,3.2,False
2198,Male,25,Technician,0,Master,5,5250,33,10,4.5,True
2199,Female,38,Technician,9,Bachelor,2,4200,53,0,4.3,True
2200,Other,43,Analyst,2,High School,4,5600,40,2,4.6,True
2201,Female,49,Analyst,7,Bachelor,3,5200,33,12,5.0,True
2202,Male,45,Developer,3,High School,1,5500,36,12,4.4,True
2203,Male,50,Consultant,3,Bachelor,1,6050,45,7,4.7,True
2204,Female,45,Analyst,4,Bachelor,5,6000,43,14,4.1,True
2205,Other,57,Developer,0,Bachelor,1,5500,56,2,4.2,True
2206,Female,37,Specialist,5,Bachelor,1,4950,60,12,3.2,False
2207,Female,43,Technician,9,Bachelor,4,4900,32,8,4.9,True
2208,Male,24,Manager,4,Bachelor,3,7800,50,0,3.1,False
2209,Male,56,Technician,7,High School,5,5250,59,14,4.4,True
2210,Male,44,Manager,1,Bachelor,2,7200,52,13,4.5,True
2211,Female,38,Manager,9,Bachelor,5,9000,37,12,4.1,True
2212,Male,27,Manager,8,High School,3,7800,40,3,4.7,True
2213,Female,48,Manager,0,High School,3,7800,53,10,4.8,True
2214,Female,58,Analyst,1,High School,2,4800,39,14,4.4,True
2215,Other,34,Manager,7,Bachelor,2,7200,32,0,4.4,True
2216,Female,42,Manager,9,Bachelor,2,7200,51,2,4.6,True
2217,Female,49,Analyst,0,Bachelor,2,4800,38,6,2.8,False
2218,Female,38,Manager,2,Bachelor,3,7800,36,12,3.0,False
2219,Female,41,Specialist,3,High School,5,6750,51,6,3.8,False
2220,Male,47,Developer,3,Bachelor,1,5500,47,11,2.9,False
2221,Female,46,Consultant,9,Master,3,7150,32,7,4.4,True
2222,Female,33,Specialist,5,High School,1,4950,31,14,4.3,True
2223,Other,57,Consultant,5,Bachelor,3,7150,48,3,4.7,True
2224,Male,54,Developer,5,Bachelor,3,6500,34,12,4.4,True
2225,Male,36,Specialist,3,Bachelor,1,4950,42,10,4.3,True
2226,Male,55,Technician,8,High School,3,4550,46,12,4.9,True
2227,Male,54,Manager,6,Bachelor,5,9000,43,14,4.9,True
2228,Female,26,Consultant,1,Master,2,6600,46,8,4.3,True
2229,Male,53,Manager,8,Bachelor,5,9000,42,12,3.9,True
2230,Male,35,Consultant,5,Bachelor,2,6600,55,14,4.8,True
2231,Female,60,Manager,3,Bachelor,1,6600,59,14,4.3,True
2232,Female,49,Consultant,6,High School,4,7700,59,0,3.3,False
2233,Female,45,Technician,3,Bachelor,1,3850,50,6,3.9,True
2234,Male,48,Developer,8,Bachelor,3,6500,30,10,3.4,False
2235,Male,50,Technician,8,Bachelor,5,5250,33,14,4.1,True
2236,Female,50,Specialist,2,Master,2,5400,57,6,4.7,True
2237,Male,30,Developer,8,High School,1,5500,49,10,4.5,True
2238,Female,28,Developer,4,Bachelor,4,7000,60,2,4.2,True
2239,Male,39,Analyst,2,Bachelor,3,5200,34,4,4.4,True
2240,Male,35,Consultant,8,Bachelor,4,7700,39,3,4.7,True
2241,Other,29,Consultant,3,Bachelor,4,7700,51,0,3.0,False
2242,Male,59,Developer,4,High School,3,6500,41,10,4.7,True
2243,Female,32,Manager,6,Bachelor,1,6600,38,4,5.0,True
2244,Female,50,Developer,3,Master,5,7500,31,7,4.0,True
2245,Female,40,Specialist,4,Master,1,4950,43,8,3.6,False
2246,Female,27,Technician,3,Bachelor,3,4550,44,2,3.0,False
2247,Male,25,Developer,5,High School,2,6000,44,6,2.6,False
2248,Male,49,Specialist,8,Bachelor,4,6300,41,1,4.1,True
2249,Female,35,Manager,1,Bachelor,5,9000,54,8,4.4,True
2250,Male,23,Manager,6,High School,1,6600,57,6,3.4,False
2251,Female,31,Developer,3,Bachelor,3,6500,41,5,4.5,True
2252,Female,51,Technician,2,Bachelor,3,4550,50,6,5.0,True
2253,Female,27,Consultant,8,Bachelor,2,6600,45,12,4.1,True
2254,Male,43,Manager,3,Bachelor,2,7200,31,14,4.5,True
2255,Female,43,Developer,8,Bachelor,3,6500,36,2,2.5,False
2256,Male,48,Manager,3,Bachelor,4,8400,54,3,4.6,True
2257,Male,47,Consultant,4,Bachelor,4,7700,49,9,4.8,True
2258,Female,38,Analyst,8,Bachelor,2,4800,55,13,4.4,True
2259,Male,25,Manager,4,High School,4,8400,54,9,3.7,True
2260,Male,53,Specialist,4,High School,4,6300,33,9,4.6,True
2261,Female,42,Manager,0,Master,4,8400,57,14,4.6,True
2262,Female,22,Consultant,6,Bachelor,5,8250,38,6,4.6,True
2263,Female,26,Specialist,8,Bachelor,4,6300,33,4,3.5,False
2264,Male,41,Technician,6,Bachelor,4,4900,39,12,4.2,True
2265,Female,49,Technician,7,Bachelor,1,3850,41,3,4.7,True
2266,Male,47,Specialist,9,Master,1,4950,53,0,4.9,True
2267,Male,35,Developer,4,Bachelor,3,6500,56,1,4.0,True
2268,Male,30,Consultant,2,High School,1,6050,33,11,4.6,True
2269,Male,44,Manager,6,High School,5,9000,46,13,4.3,True
2270,Male,36,Manager,9,Bachelor,2,7200,38,13,4.5,True
2271,Male,44,Consultant,0,Bachelor,2,6600,46,3,4.6,True
2272,Male,30,Technician,7,Bachelor,3,4550,37,2,4.4,True
2273,Female,55,Specialist,6,High School,1,4950,41,0,4.3,True
2274,Female,50,Technician,4,Master,5,5250,53,1,4.5,True
2275,Male,39,Analyst,8,Bachelor,5,6000,51,1,4.2,True
2276,Male,42,Manager,2,Bachelor,4,8400,39,2,4.2,True
2277,Male,35,Specialist,7,Master,3,5850,40,6,3.3,False
2278,Female,32,Consultant,2,High School,3,7150,59,12,4.2,True
2279,Female,29,Specialist,8,Bachelor,4,6300,37,13,4.7,True
2280,Male,50,Manager,2,Master,1,6600,51,0,4.6,True
2281,Male,46,Developer,9,Bachelor,2,6000,58,2,2.5,False
2282,Male,44,Specialist,6,Bachelor,5,6750,52,1,4.3,True
2283,Female,54,Consultant,6,Master,3,7150,49,12,4.9,True
2284,Male,31,Manager,0,Master,2,7200,36,3,4.2,True
2285,Female,37,Developer,9,Master,4,7000,36,8,4.4,True
2286,Female,39,Consultant,4,Bachelor,1,6050,57,6,4.6,True
2287,Female,51,Analyst,2,Bachelor,2,4800,31,0,4.7,True
2288,Male,26,Manager,1,Master,3,7800,55,4,2.9,False
2289,Female,60,Analyst,3,Bachelor,5,6000,41,12,4.3,True
2290,Male,41,Manager,8,Bachelor,4,8400,40,2,4.9,True
2291,Female,23,Specialist,3,High School,1,4950,55,10,5.0,True
2292,Female,56,Specialist,3,Bachelor,4,6300,53,10,4.8,True
2293,Female,55,Specialist,1,Bachelor,4,6300,57,1,3.0,False
2294,Female,55,Manager,6,Bachelor,1,6600,48,12,4.3,True
2295,Male,49,Technician,6,Bachelor,2,4200,53,12,4.3,True
2296,Female,46,Consultant,6,Bachelor,2,6600,50,8,4.7,True
2297,Other,58,Specialist,6,Bachelor,3,5850,30,10,4.6,True
2298,Male,52,Developer,2,Bachelor,5,7500,51,14,4.9,True
2299,Female,26,Manager,6,Bachelor,3,7800,39,2,3.3,False
2300,Female,34,Analyst,3,Bachelor,4,5600,40,14,4.0,True
2301,Female,49,Manager,9,Master,4,8400,58,0,4.8,True
2302,Male,56,Manager,0,High School,1,6600,31,7,4.2,True
2303,Male,25,Consultant,7,Bachelor,4,7700,43,12,4.4,True
2304,Female,50,Analyst,7,Bachelor,1,4400,39,12,4.6,True
2305,Male,50,Manager,4,Master,4,8400,47,12,5.0,True
2306,Male,27,Analyst,6,Bachelor,2,4800,36,2,4.0,False
2307,Female,54,Developer,0,Bachelor,3,6500,54,5,4.7,True
2308,Male,28,Specialist,2,Bachelor,4,6300,50,2,4.4,True
2309,Male,24,Analyst,2,Master,4,5600,45,13,4.7,True
2310,Male,29,Specialist,8,Bachelor,1,4950,46,13,4.8,True
2311,Male,25,Consultant,0,Bachelor,2,6600,37,13,4.4,True
2312,Female,29,Developer,8,Bachelor,5,7500,32,6,5.0,True
2313,Female,26,Technician,6,Bachelor,3,4550,39,5,4.6,True
2314,Female,33,Consultant,8,Master,1,6050,41,13,3.2,False
2315,Male,41,Technician,6,Bachelor,3,4550,50,3,4.7,True
2316,Male,24,Technician,9,High School,2,4200,50,12,4.6,True
2317,Male,31,Analyst,4,Master,1,4400,43,12,4.8,True
2318,Male,51,Manager,2,Master,1,6600,55,2,4.3,True
2319,Male,39,Manager,4,Bachelor,5,9000,34,9,4.3,True
2320,Male,56,Specialist,7,Bachelor,5,6750,40,14,4.2,True
2321,Male,38,Developer,1,Bachelor,4,7000,59,11,4.6,True
2322,Male,45,Technician,1,Master,2,4200,49,1,4.7,True
2323,Female,25,Consultant,5,Master,4,7700,52,1,4.6,True
2324,Other,44,Manager,6,Bachelor,3,7800,37,5,5.0,True
2325,Female,51,Developer,5,Bachelor,5,7500,59,9,3.0,False
2326,Female,49,Developer,8,Bachelor,5,7500,32,13,4.7,True
2327,Female,57,Developer,1,Bachelor,4,7000,42,2,4.2,True
2328,Female,23,Consultant,4,Bachelor,4,7700,31,6,4.4,True
2329,Female,60,Technician,9,Bachelor,2,4200,42,0,4.7,True
2330,Male,35,Specialist,8,High School,2,5400,33,6,4.8,True
2331,Male,33,Developer,5,Bachelor,2,6000,56,1,4.4,True
2332,Female,48,Manager,7,Master,3,7800,32,3,4.5,True
2333,Female,58,Technician,3,Bachelor,3,4550,51,12,4.0,True
2334,Female,38,Analyst,8,Bachelor,2,4800,37,11,4.4,True
2335,Female,29,Specialist,2,Bachelor,5,6750,37,3,4.8,True
2336,Female,48,Analyst,6,High School,1,4400,44,4,4.7,True
2337,Male,22,Technician,6,Master,1,3850,33,10,4.7,True
2338,Male,40,Technician,1,Master,2,4200,38,13,4.5,True
2339,Female,56,Manager,4,Bachelor,3,7800,59,2,4.5,True
2340,Male,36,Developer,5,Bachelor,2,6000,47,9,4.3,True
2341,Female,52,Analyst,6,Bachelor,3,5200,42,2,4.7,True
2342,Female,27,Developer,3,Bachelor,5,7500,32,12,4.6,True
2343,Male,54,Consultant,7,Master,1,6050,48,5,4.6,True
2344,Female,35,Analyst,8,High School,4,5600,38,1,4.3,True
2345,Female,49,Manager,8,Bachelor,1,6600,38,11,3.9,True
2346,Female,56,Consultant,7,Master,2,6600,56,3,4.8,True
2347,Male,53,Analyst,5,Master,1,4400,53,7,4.4,True
2348,Male,25,Technician,0,Bachelor,4,4900,44,9,4.2,True
2349,Male,55,Analyst,1,High School,4,5600,57,0,4.7,True
2350,Male,37,Developer,8,Master,1,5500,51,6,4.4,True
2351,Female,24,Analyst,7,Bachelor,2,4800,52,10,4.8,True
2352,Male,33,Consultant,5,High School,2,6600,47,2,4.7,True
2353,Male,50,Technician,5,Bachelor,2,4200,42,7,4.7,True
2354,Female,32,Analyst,4,Bachelor,5,6000,59,4,4.1,True
2355,Male,43,Specialist,5,Master,1,4950,31,13,4.9,True
2356,Male,45,Manager,7,High School,2,7200,32,8,4.6,True
2357,Female,47,Manager,0,Bachelor,3,7800,47,1,4.4,True
2358,Female,49,Technician,2,Bachelor,1,3850,33,0,4.5,True
2359,Male,30,Consultant,2,Bachelor,1,6050,53,5,2.5,False
2360,Female,41,Consultant,3,Bachelor,3,7150,57,13,4.6,True
2361,Female,35,Consultant,4,High School,1,6050,43,3,4.2,True
2362,Male,48,Analyst,3,Bachelor,1,4400,60,10,4.1,True
2363,Female,38,Technician,4,Master,5,5250,30,1,4.0,True
2364,Female,43,Consultant,2,Bachelor,4,7700,55,2,4.8,True
2365,Male,35,Analyst,3,Master,4,5600,35,14,2.7,False
2366,Male,29,Consultant,0,Bachelor,4,7700,56,10,5.0,True
2367,Female,27,Analyst,2,Bachelor,2,4800,32,0,4.3,True
2368,Female,50,Analyst,6,Bachelor,2,4800,45,6,4.0,True
2369,Male,55,Manager,4,Master,1,6600,47,7,4.2,True
2370,Female,22,Developer,8,Bachelor,1,5500,31,9,4.9,True
2371,Male,27,Manager,2,Bachelor,1,6600,55,5,4.5,True
2372,Male,53,Consultant,1,Bachelor,1,6050,59,10,4.3,True
2373,Male,42,Specialist,3,Bachelor,4,6300,46,7,4.5,True
2374,Male,47,Analyst,4,Bachelor,5,6000,49,6,4.7,True
2375,Male,22,Consultant,0,Bachelor,1,6050,43,14,4.8,True
2376,Female,45,Specialist,4,Bachelor,5,6750,44,6,4.9,True
2377,Female,58,Technician,0,Bachelor,4,4900,55,10,4.4,True
2378,Male,42,Specialist,5,Bachelor,3,5850,50,10,4.1,True
2379,Female,24,Developer,3,Master,5,7500,53,14,2.8,False
2380,Female,50,Manager,3,Bachelor,2,7200,40,12,4.6,True
2381,Male,50,Manager,7,Bachelor,3,7800,57,1,4.2,True
2382,Male,55,Analyst,5,Master,4,5600,46,6,4.2,True
2383,Male,47,Technician,3,Bachelor,2,4200,54,14,4.6,True
2384,Male,34,Analyst,7,Bachelor,1,4400,59,7,4.5,True
2385,Female,57,Analyst,1,Master,1,4400,30,13,4.5,True
2386,Female,27,Analyst,9,Bachelor,2,4800,46,10,4.3,True
2387,Female,29,Consultant,9,Bachelor,3,7150,40,14,4.4,True
2388,Female,45,Developer,5,Bachelor,5,7500,37,13,4.2,True
2389,Female,38,Specialist,6,High School,1,4950,43,7,4.8,True
2390,Other,58,Developer,1,Bachelor,1,5500,37,6,3.4,False
2391,Female,24,Manager,2,Bachelor,1,6600,43,13,3.9,True
2392,Male,54,Developer,3,Master,5,7500,57,3,4.2,True
2393,Male,52,Consultant,7,Bachelor,3,7150,34,14,4.1,True
2394,Female,23,Manager,7,Bachelor,4,8400,53,12,4.3,True
2395,Female,23,Specialist,5,Bachelor,2,5400,56,5,4.5,True
2396,Male,38,Specialist,4,Bachelor,4,6300,31,7,4.1,True
2397,Male,54,Manager,0,Bachelor,1,6600,38,3,4.2,True
2398,Other,25,Consultant,8,Master,3,7150,30,3,4.2,True
2399,Female,23,Manager,1,Bachelor,1,6600,49,2,4.6,True
2400,Other,27,Developer,1,High School,3,6500,48,6,4.5,True
2401,Male,50,Manager,1,Bachelor,4,8400,33,9,4.3,True
2402,Female,33,Manager,5,Bachelor,1,6600,37,1,4.6,True
2403,Male,26,Technician,2,Bachelor,2,4200,38,7,4.3,True
2404,Male,53,Developer,7,Bachelor,1,5500,32,3,4.4,True
2405,Male,43,Analyst,2,Bachelor,1,4400,30,14,5.0,True
2406,Female,53,Specialist,1,Master,5,6750,38,13,4.9,True
2407,Male,47,Technician,2,Bachelor,4,4900,56,0,4.1,True
2408,Male,49,Developer,1,Master,3,6500,54,4,4.7,True
2409,Male,44,Consultant,3,Master,2,6600,35,2,4.7,True
2410,Male,37,Analyst,3,Bachelor,5,6000,41,0,4.2,True
2411,Male,34,Specialist,6,Master,1,4950,43,5,3.3,False
2412,Other,29,Analyst,1,Bachelor,5,6000,37,8,5.0,True
2413,Female,22,Manager,0,Master,4,8400,33,11,4.2,True
2414,Male,35,Specialist,5,Bachelor,5,6750,50,8,4.2,True
2415,Male,26,Consultant,0,Bachelor,5,8250,50,1,4.8,True
2416,Female,46,Consultant,5,Bachelor,3,7150,56,2,4.6,True
2417,Male,54,Manager,6,High School,4,8400,34,7,3.2,False
2418,Female,56,Consultant,8,Bachelor,5,8250,42,0,4.6,True
2419,Male,57,Analyst,2,Master,3,5200,33,10,4.6,True
2420,Male,40,Technician,4,Bachelor,3,4550,33,1,2.5,False
2421,Female,48,Consultant,6,Bachelor,1,6050,44,6,4.8,True
2422,Male,41,Analyst,8,Bachelor,4,5600,33,2,3.5,False
2423,Female,55,Specialist,6,High School,4,6300,59,12,4.4,True
2424,Female,27,Specialist,0,Master,4,6300,46,13,3.0,False
2425,Male,31,Analyst,1,Master,4,5600,44,3,4.0,True
2426,Female,26,Consultant,0,Bachelor,3,7150,33,4,4.7,True
2427,Male,36,Manager,2,Bachelor,2,7200,43,14,4.7,True
2428,Female,45,Specialist,2,Master,5,6750,50,1,4.5,True
2429,Male,28,Developer,9,Bachelor,3,6500,34,2,4.8,True
2430,Female,44,Consultant,2,Bachelor,5,8250,41,13,2.9,False
2431,Female,50,Specialist,7,Bachelor,1,4950,56,6,3.2,False
2432,Male,34,Manager,4,Master,1,6600,50,7,4.2,True
2433,Male,44,Consultant,1,Bachelor,1,6050,48,1,4.5,True
2434,Male,33,Technician,8,Bachelor,3,4550,41,10,4.4,True
2435,Female,45,Analyst,6,Bachelor,4,5600,47,9,4.6,True
2436,Female,46,Manager,6,Bachelor,4,8400,50,11,4.4,True
2437,Other,35,Technician,1,Bachelor,3,4550,33,10,4.5,True
2438,Other,25,Consultant,3,High School,2,6600,55,5,4.7,True
2439,Male,45,Consultant,8,Bachelor,2,6600,34,9,4.4,True
2440,Male,60,Consultant,2,Bachelor,3,7150,42,9,4.0,True
2441,Male,32,Analyst,4,Bachelor,5,6000,34,4,5.0,True
2442,Female,22,Specialist,7,Bachelor,5,6750,48,5,4.9,True
2443,Female,47,Consultant,3,Master,4,7700,39,10,4.1,True
2444,Female,40,Technician,4,Bachelor,4,4900,32,13,4.7,True
2445,Male,33,Developer,9,Bachelor,5,7500,57,2,4.3,True
2446,Female,50,Technician,4,High School,1,3850,47,6,3.1,False
2447,Male,50,Manager,3,Bachelor,1,6600,52,12,4.6,True
2448,Female,36,Developer,9,Master,5,7500,38,4,4.4,True
2449,Female,45,Analyst,2,Bachelor,4,5600,47,7,4.3,True
2450,Female,32,Technician,7,Bachelor,2,4200,53,4,4.3,True
2451,Female,32,Specialist,0,Bachelor,5,6750,37,5,4.2,True
2452,Male,50,Consultant,7,Bachelor,5,8250,46,11,4.3,True
2453,Female,56,Analyst,7,High School,4,5600,47,9,4.5,True
2454,Male,51,Developer,0,Bachelor,2,6000,48,10,4.3,True
2455,Female,51,Developer,3,Bachelor,2,6000,49,12,4.7,True
2456,Male,58,Manager,8,High School,4,8400,59,0,4.9,True
2457,Male,26,Specialist,5,High School,4,6300,30,8,4.3,True
2458,Male,60,Manager,0,Bachelor,5,9000,58,7,4.6,True
2459,Female,52,Consultant,2,Bachelor,4,7700,49,8,4.6,True
2460,Male,54,Developer,9,High School,5,7500,43,13,4.6,True
2461,Female,54,Analyst,7,Bachelor,3,5200,48,9,3.0,False
2462,Female,47,Consultant,2,Bachelor,3,7150,51,14,3.3,False
2463,Female,29,Developer,8,High School,3,6500,52,2,4.6,True
2464,Male,39,Analyst,5,Bachelor,1,4400,53,10,4.1,True
2465,Male,53,Technician,4,High School,3,4550,37,7,4.8,True
2466,Male,26,Specialist,3,Bachelor,3,5850,38,12,3.4,False
2467,Female,51,Consultant,4,Bachelor,4,7700,35,13,2.7,False
2468,Female,57,Consultant,9,Bachelor,1,6050,30,2,3.0,False
2469,Female,45,Specialist,8,Bachelor,5,6750,54,11,4.7,True
2470,Male,30,Consultant,6,Master,2,6600,46,7,4.4,True
2471,Male,23,Specialist,8,Bachelor,1,4950,50,1,4.8,True
2472,Female,45,Developer,0,Master,5,7500,37,1,5.0,True
2473,Male,28,Analyst,4,Bachelor,4,5600,58,4,4.3,True
2474,Male,30,Analyst,4,High School,1,4400,53,14,4.1,True
2475,Female,42,Technician,4,Bachelor,2,4200,58,1,4.6,True
2476,Male,50,Specialist,5,High School,4,6300,50,6,4.7,True
2477,Female,39,Specialist,8,Master,1,4950,56,1,4.4,True
2478,Male,45,Technician,7,Bachelor,5,5250,52,7,4.9,True
2479,Male,47,Consultant,5,Bachelor,1,6050,45,8,4.1,True
2480,Male,28,Consultant,4,Bachelor,2,6600,54,12,4.7,True
2481,Female,60,Technician,6,Bachelor,4,4900,47,11,4.3,True
2482,Female,54,Consultant,3,Bachelor,5,8250,58,7,3.7,False
2483,Female,47,Manager,5,Bachelor,4,8400,56,6,5.0,True
2484,Female,37,Manager,6,Bachelor,1,6600,50,7,4.3,True
2485,Male,34,Developer,0,Bachelor,1,5500,40,12,4.3,True
2486,Female,38,Technician,5,Bachelor,5,5250,47,0,4.8,True
2487,Female,54,Technician,3,Bachelor,5,5250,50,1,4.4,True
2488,Male,39,Analyst,2,Master,5,6000,44,11,3.0,False
2489,Female,42,Specialist,7,Bachelor,3,5850,39,0,4.5,True
2490,Female,27,Developer,6,Bachelor,3,6500,34,8,3.9,True
2491,Female,30,Developer,5,Bachelor,1,5500,50,12,4.5,True
2492,Female,38,Technician,2,Bachelor,1,3850,32,10,4.3,True
2493,Male,56,Analyst,9,Bachelor,3,5200,33,4,2.8,False
2494,Female,50,Technician,0,Bachelor,4,4900,48,5,4.9,True
2495,Male,60,Consultant,2,Bachelor,3,7150,38,12,4.1,True
2496,Male,56,Developer,0,High School,5,7500,57,3,4.7,True
2497,Female,47,Specialist,7,Bachelor,1,4950,48,9,4.4,True
2498,Male,36,Specialist,9,Bachelor,4,6300,51,3,4.4,True
2499,Female,36,Technician,5,Bachelor,1,3850,36,6,4.7,True
2500,Male,53,Manager,9,Bachelor,5,9000,42,1,3.1,False
2501,Female,53,Analyst,3,Bachelor,2,4800,33,12,4.7,True
2502,Female,60,Analyst,1,Bachelor,3,5200,49,3,3.4,False
2503,Female,36,Consultant,2,Bachelor,2,6600,41,4,4.4,True
2504,Male,45,Consultant,8,Bachelor,5,8250,54,9,4.3,True
2505,Female,27,Consultant,9,Bachelor,1,6050,44,3,4.2,True
2506,Male,56,Analyst,4,Bachelor,3,5200,41,1,4.3,True
2507,Male,27,Analyst,4,Master,3,5200,35,10,4.0,False
2508,Male,53,Specialist,8,Master,3,5850,30,14,4.9,True
2509,Female,39,Developer,4,Bachelor,1,5500,59,2,4.1,True
2510,Male,49,Consultant,8,Master,4,7700,47,4,4.1,True
2511,Other,46,Consultant,6,Master,4,7700,41,9,4.6,True
2512,Male,41,Specialist,7,Bachelor,4,6300,55,6,4.7,True
2513,Male,37,Developer,7,Bachelor,5,7500,60,14,4.7,True
2514,Other,24,Consultant,1,Bachelor,1,6050,36,2,4.4,True
2515,Male,49,Consultant,0,Bachelor,1,6050,53,5,4.5,True
2516,Male,56,Specialist,9,Bachelor,3,5850,31,13,4.6,True
2517,Female,41,Manager,1,High School,4,8400,55,2,4.5,True
2518,Male,47,Analyst,0,Bachelor,4,5600,32,8,3.8,True
2519,Female,23,Analyst,7,Bachelor,2,4800,47,13,4.4,True
2520,Female,51,Technician,8,High School,2,4200,47,3,4.2,True
2521,Male,25,Analyst,5,Bachelor,1,4400,49,3,4.6,True
2522,Male,44,Developer,9,Master,5,7500,44,10,5.0,True
2523,Male,26,Consultant,6,Bachelor,4,7700,37,11,4.6,True
2524,Male,34,Specialist,8,Master,1,4950,47,2,4.4,True
2525,Male,46,Specialist,4,Master,4,6300,53,9,4.8,True
2526,Female,30,Consultant,9,High School,5,8250,40,1,4.6,True
2527,Female,39,Developer,8,Bachelor,5,7500,52,11,3.2,False
2528,Male,47,Manager,3,Bachelor,1,6600,36,5,4.7,True
2529,Male,38,Consultant,8,Bachelor,2,6600,47,13,5.0,True
2530,Other,52,Developer,7,Master,4,7000,35,5,4.2,True
2531,Female,35,Analyst,4,Bachelor,5,6000,56,12,4.6,True
2532,Female,40,Developer,6,Bachelor,4,7000,36,3,2.6,False
2533,Male,56,Consultant,5,Master,5,8250,41,2,4.7,True
2534,Female,54,Specialist,9,Master,3,5850,41,5,4.2,True
2535,Female,56,Manager,9,High School,3,7800,45,1,4.4,True
2536,Male,27,Specialist,2,Bachelor,4,6300,43,11,4.4,True
2537,Male,55,Specialist,9,Bachelor,1,4950,48,11,4.8,True
2538,Male,32,Consultant,4,Bachelor,1,6050,48,9,4.8,True
2539,Male,47,Specialist,4,High School,1,4950,58,2,4.1,True
2540,Female,37,Analyst,4,Master,5,6000,60,13,4.5,True
2541,Female,35,Technician,7,Bachelor,5,5250,53,3,4.3,True
2542,Female,27,Developer,5,Bachelor,5,7500,42,10,4.1,True
2543,Female,36,Consultant,0,Bachelor,4,7700,47,1,4.4,True
2544,Female,38,Technician,1,Bachelor,1,3850,32,14,2.9,False
2545,Female,48,Developer,4,High School,3,6500,31,2,4.0,False
2546,Male,26,Technician,2,Bachelor,4,4900,40,11,4.6,True
2547,Male,52,Specialist,8,Bachelor,5,6750,32,1,4.1,True
2548,Male,29,Manager,4,Bachelor,2,7200,35,14,4.3,True
2549,Male,56,Technician,8,Bachelor,3,4550,45,12,4.8,True
2550,Female,22,Analyst,4,Master,2,4800,32,0,5.0,True
2551,Male,24,Analyst,4,Bachelor,5,6000,55,12,4.0,True
2552,Male,40,Consultant,0,Bachelor,2,6600,42,8,3.9,True
2553,Female,51,Analyst,8,Bachelor,4,5600,50,1,5.0,True
2554,Female,57,Developer,4,Bachelor,4,7000,49,11,4.6,True
2555,Male,22,Specialist,5,Bachelor,2,5400,36,13,4.2,True
2556,Male,54,Analyst,6,Master,4,5600,44,9,4.7,True
2557,Male,54,Manager,1,Master,3,7800,53,0,3.7,True
2558,Female,26,Consultant,9,Master,4,7700,51,2,4.5,True
2559,Male,56,Manager,0,Bachelor,5,9000,35,8,4.6,True
2560,Male,22,Consultant,7,Bachelor,1,6050,32,6,4.8,True
2561,Female,54,Specialist,5,Bachelor,5,6750,50,7,2.6,False
2562,Male,32,Technician,0,Bachelor,3,4550,30,0,4.5,True
2563,Male,36,Technician,1,Bachelor,3,4550,48,0,4.2,True
2564,Male,55,Manager,6,Bachelor,4,8400,43,0,4.6,True
2565,Male,25,Technician,6,Bachelor,2,4200,31,13,4.2,True
2566,Male,44,Manager,0,High School,5,9000,57,6,4.4,True
2567,Male,25,Analyst,2,Bachelor,2,4800,53,3,4.2,True
2568,Female,58,Technician,7,Bachelor,1,3850,58,8,4.7,True
2569,Male,26,Specialist,3,Bachelor,4,6300,35,10,4.8,True
2570,Other,57,Manager,5,Bachelor,3,7800,35,14,4.4,True
2571,Female,29,Consultant,1,Bachelor,1,6050,33,9,4.5,True
2572,Female,38,Technician,0,Master,1,3850,50,0,4.1,True
2573,Male,25,Manager,7,Bachelor,1,6600,35,1,4.4,True
2574,Male,51,Analyst,4,Bachelor,4,5600,34,4,4.5,True
2575,Female,36,Developer,1,Bachelor,2,6000,41,8,4.0,False
2576,Other,54,Specialist,1,Bachelor,3,5850,36,4,4.2,True
2577,Male,26,Manager,0,Bachelor,4,8400,53,4,4.9,True
2578,Male,25,Consultant,6,Bachelor,4,7700,44,14,4.8,True
2579,Male,28,Analyst,0,Bachelor,2,4800,59,2,4.6,True
2580,Male,38,Technician,4,Bachelor,2,4200,33,10,5.0,True
2581,Male,43,Developer,6,Bachelor,3,6500,40,0,4.6,True
2582,Female,35,Developer,4,Bachelor,4,7000,37,9,4.6,True
2583,Female,40,Technician,3,Master,1,3850,44,7,4.5,True
2584,Female,42,Developer,2,Bachelor,5,7500,32,10,4.9,True
2585,Female,34,Specialist,1,Bachelor,5,6750,57,9,4.8,True
2586,Female,33,Consultant,7,Master,4,7700,60,13,2.7,False
2587,Male,42,Consultant,7,Bachelor,5,8250,54,0,4.1,True
2588,Male,50,Specialist,2,Bachelor,1,4950,52,5,4.4,True
2589,Female,58,Consultant,3,Bachelor,1,6050,37,13,4.3,True
